id,Annotated tweet,,classification,,
1022,"ok, so far <e>romney</e> has <a>endorsed</a> both obamacare and the DREAM act. this is going well. #debates",,_TEST_,,
1023,"<e>Mitt</e>: ""I'm gonna kick your family and friends the fuck outta here lady. Next question."" #debate",,_TEST_,,
1024,"<e>Romney</e>, take a seat. Preferably at your house. #gohome",,_TEST_,,
1025,The US is the land of opportunity.. hmph not if <e>Romney</e> is elected..,,_TEST_,,
1026,<e>Mitt Romney</e> you are a fool.,,_TEST_,,
1027,<e>ROMNEY</e> DOESN'T GIVE 2 HOT SACKS OF DOG PISS ABOUT IMMIGRANTS!!!!!!!!!!,,_TEST_,,
1028,"There's something shady abt <e>Romney</e>, I don't like him, he's confused, inconsistent and he talks damn too much! Gosh! #teamobama",,_TEST_,,
1029,A Latina. Immigration question. <e>Romney</e> is blathering. Very unschooled on immigration.,,_TEST_,,
1030,"Yeah I'm done watching the debate,  because I already know who I'm voting for. And it ain't nothing mitt <e>Romney</e> can say to persuade me.",,_TEST_,,
1031,For a man with a binder full of women...<e>Mitt</e> seemed very condescening to Lorraine. #debate,,_TEST_,,
1032,<e>Romney</e> just lost all #hispanicvotes #Debates,,_TEST_,,
1033,<e>Romney</e> keeps talking about the President filing bills. The President can't do that. Only Congresspersons can. #debate,,_TEST_,,
1034,<e>Romney</e> never <a>answers any questions</a>. Like HOW SPECIFICALLY are you going to go about doing any of these things you're promising? I'll wait...,,_TEST_,,
1035,<e>MITT ROMNEY</e> IS LYING U VOTE FOR HIM YOUR TUITION IS GOING TO SKY ROCKET AND U WILL NOT BE ABLE TO AFFORD SKOOL UNLESS YOUR A ATHLETE OR RICH,,_TEST_,,
1036,<e>Romney:</e> if they have diplomas they can come... And take those college-level jobs I keep talking about #debate2012,,_TEST_,,
1037,"<e>Romney</e> is stupid, how do you plan on stopping a bunch of illegal immigrants? Those niggas will straight up kill you. Don't play",,_TEST_,,
1038,<e>Romney</e> just lost the <a>foreign born vote</a>....please keep talking Mitt,,_TEST_,,
1039,<e>Romney</e> make the <a>debate</a> boring .,,_TEST_,,
1040,wow ain't that some shit ? the only way you can come to this country is if you become apart of the military <e>romney</e> ? really ?,,_TEST_,,
1041,"Don't vote <e>Romney</e>, cause you will get pregnant. And die.",,_TEST_,,
1042,<e>Romney</e> sit your irrelevant ass down Kay?,,_TEST_,,
1043,Did <e>Romney</e> just say he wanted to create an military force of the children of illegal immigrants? Seriously?,,_TEST_,,
1044,really now all of sudden u care about the things u say u don't care about.....this dude <e>Romney</e> is confused his slyness doesn't fool me,,_TEST_,,
1045,Well umm are we gonna get to choose our plantations if <e>Romney</e> is president or are they gonna separate us from our families and shit?,,_TEST_,,
1046,No <e>Romney</e> time is up. Stop talking,,_TEST_,,
1047,<e>Romney</e> badly fumbled the <a>Women jobs question</a> - calling them housewives that work - oouucchhh lol,,_TEST_,,
1048,Heard in my house while <e>Romney</e> is speaking: you lie you lie you lie you (expletive deleted) lie,,_TEST_,,
1049,I just can't stand <e>Romney</e>. He is so <a>inconsistent</a>. That is my biggest pet peeve.,,_TEST_,,
1050,And <e>Romney</e> just lost some people by saying he won't give a break to illegal immigrants...,,_TEST_,,
1051,If <e>romney</e> become president... We going back to the plantations,,_TEST_,,
1052,Wtf? Fuck you <e>Romney</e>. People wouldn't come here illegally if you didn't make it so hard for people to live here asshole.,,_TEST_,,
1053,How many of <e>Mitt</e>'s domestic household help are not legal immigrants? #PresidentialDebate,,_TEST_,,
1054,"<e>Mitt</e>-o-nomics: ""Jobs will flow from letting rich folks and corporations pay little or no tax.""  Yep...Hotel Maid Gardner &amp; Food Service jobs",,_TEST_,,
1055,I don't even want to hear <e>Mitt Romney</e> <a>speak</a> anymore. I get annoyed every time he opens his mouth lol,,_TEST_,,
1056,<e>Romney</e> is trying to kick my people out and give them no help. #TeamObama,,_TEST_,,
1057,I don't even care who runs the country tbh I just like making fun of <e>mitt romney</e> he makes it so EASY,,_TEST_,,
1058,<e>Mitt Romey</e> smirking. Waiting to talk. Daydreaming about polygamy.,,_TEST_,,
1059,Oh snap <e>Mitt</e> just said if you're born here of immigrant parents you should go to the military out of high school OMG #debate,,_TEST_,,
1060,"When I hear <e>Romney</e> talk, I just see someone who's FAKE.  #Debate2012",,_TEST_,,
1061,I think <e>Romney</e> should explain his position and give details. Simply saying Obama is wrong does not make him right.,,_TEST_,,
1062,<e>Romney</e> needs to shut the hell up. we all knew he don't care about spanish people @romney,,_TEST_,,
1063,"As a woman, who runs her own business, i am 100% offended by the thought of this scary <e>Romney</e> man.",,_TEST_,,
1064,<e>ROMNEY</e> DEMANDS DEPLOYMENT OF IMMIGRANT CHILD SOLDIERS #debates #KONY2012,,_TEST_,,
1065,<e>Romney</e> ain't tryna do shit but make us all slaves #haveaseat,,_TEST_,,
1066,<e>Romney</e> is a disrespectful lil man! There is nooo way he would get my vote to run my country,,_TEST_,,
1067,"<e>Romney</e> just lost the latino vote, #Dumbass",,_TEST_,,
1068,"AMERICA WAS FOUNDED BY IMMIGRANTS. FUCK YOU MEAN, <e>ROMNEY</e>? RACIST BASTARD.",,_TEST_,,
1069,"<e>Romney</e> avoiding questions like its child support , lol",,_TEST_,,
1070,<e>Romney</e> doesn't have a legit campaign.,,_TEST_,,
1071,<e>Romney</e> opposed the Dream Act yet he apparently would provide a pathway to children of illegal immigrants brought to this country. #GObama,,_TEST_,,
1072,<e>Mitt romneys</e> so great!!! Omg i love him so much. #shitnoonesays,,_TEST_,,
1073,<e>Mitt Romney</e> Is Basically A Used Car Salesman,,_TEST_,,
1074,"<e>Romney</e> advises college students to ""borrow money from your parents if you have to."" Seriously? That's your best advice?",,_TEST_,,
1075,<e>Romney</e> just be lying,,_TEST_,,
1076,"<e>Romney</e> has NO RESPECT for THE PRESIDENT, SMH. So I KNOW he won't the respect THE PEOPLE.",,_TEST_,,
1077,"<e>Mitt Romney</e> keeps talking about jobs, taxes, jobs, taxes... OMG, what about education!?",,_TEST_,,
1078,<e>ROMNEY</e> NEEDS TO STFU he said for kids that come in illegaly can in list in the army and get there green cards.BITCH this aint AFRICA,,_TEST_,,
1079,<e>Romney</e> will say anything to be a president  No specifics an act of faith.,,_TEST_,,
1080,<e>Romney</e> is out his fucking mind! Put the immagrant babies in the military!!!!,,_TEST_,,
1081,<e>Romney</e> cannot win the immigration argument. The POTUS has the DREAM act. Romney has a grandad who fled to Mexico to escape a polygamy rap.,,_TEST_,,
1082,i cant stand listening to <e>Romney</e> talk.. #douche #douche #douche,,_TEST_,,
1083,"No, <e>Mitt</e>. Obama's campaign didn't make us think you don't care about 100% of the American people. That was YOU who did that. #47percent",,_TEST_,,
1084, I would like to ask Mitt <e>Romney</e> why he refuses to share <a>his taxes</a> with the American people n how it feels to layoff thousands of Americans?,,_TEST_,,
1085, @hardball_chris <e>Romney</e>'s voters are always <a>ignorant</a>,,_TEST_,,
1086," Reading more <e>Romney</e> ""positions"".  He has no soul.",,_TEST_,,
1087, Oh sh!t #<e>Romney</e> going to <a>jail</a> now. #<e>obama</e>2012  http://t.co/ju4x8Dnw,,_TEST_,,
1088, @tomscheboy I'm quite certain Mitt <e>Romney</e> would actually create millions of jobs. Unfortunately they'd all be in <a>China</a>.,,_TEST_,,
1089, @hardball_chris # <e>Romney</e>'s policies scare me to death...literally!,,_TEST_,,
1090, NYTimes: Mr. <e>Romney</e> Needs a Working <a>Calculator</a> http://t.co/VjZp9RTs,,_TEST_,,
1091, Mitt <e>Romney</e> scares me,,_TEST_,,
1092, the entire world at risk.#<e>Romney</e> #Ryan n the #Republicans gambled unwisely. Their greed n self-centeredness is an <a>immoral</a> ethics.#Re-elect O,,_TEST_,,
1093, Round 2 tonight who is in charge of counting Mitt <e>Romney</e>'s <a>lies</a> and do they have a calculator handy?,,_TEST_,,
1094, @gopfirecracker  still I ask what did he do wrong? When <e>Romney</e> is trying to starve kids by getting rid of<a> health care</a>,,_TEST_,,
1095, Mitt <e>Romney</e> is an actually <a>tard</a>.,,_TEST_,,
1096, Pres. <e>obama</e> will win in Nov. tho so <a><e>Romney</e> and these sad ass commercials I keep seeing can go</a> -_-,,_TEST_,,
1097,<e> Romney</e> is stupid. He's a <a>waste of life</a>.,,_TEST_,,
1098, Beware of Mitt <e>Romney</e> http://t.co/4TDhtmJU,,_TEST_,,
1099, #IDontHaveTimeFor <a>4 years</a> of <e>Romney</e>.,,_TEST_,,
1100,<e> Romney</e> is a fag ...,,_TEST_,,
1101," ""Mitt <e>Romney</e> was <a>not an effective governor</a>."": http://t.co/3Im0ATsk #therealromney",,_TEST_,,
1102, <e>romney</e> Has No Real <a>Jobs Plan</a> http://t.co/5zrA2b4l via @CAPCongress,,_TEST_,,
1103, Marlboro Mitt: Latest Attack On <e>romney</e> Links Him To Plan Pushing <a>Cigarettes On Kids</a> http://t.co/0M924JTC,,_TEST_,,
1104, Do not let the <a>Liar</a> <e>romney</e> control the debate. You must take charge and don't allow the moderator to cut you off.,,_TEST_,,
1105, <e>romney</e> is all <a>lie</a>.,,_TEST_,,
1106, Oh no! We canâ€™t let <e>romney</e> <a>win</a>,,_TEST_,,
1107, If You Vote For Mitt <e>romney</e> You Don't Care About Your <a>Rights</a> And You Were Born With A Silver Spoon In Your Mouth  Ignorant Of The <a>Struggle</a>,,_TEST_,,
1108, #IDontHaveTimeFor Mitt <e>romney</e>.,,_TEST_,,
1109, I don't like <e>romney</e> <a>funny</a> looking ass. he can blow me really!,,_TEST_,,
1110, Fuck #<e>romney</e> http://t.co/AqWNG8Sz,,_TEST_,,
1111, It's unfair to say Mitt <e>romney</e> has no <a>foreign policy</a> experience. <a>Cayman Islands investments</a> & a <a>Swiss bank account</a>: that's foreign. #debates,,_TEST_,,
1112, I Will Personally Kill Mitt <e>romney</e> If He's <a>Elected</a>.,,_TEST_,,
1113, CNN Panelist Calls <e>romney</e> a '<a>Douche</a>' Twice http://t.co/mueSYwp8,,_TEST_,,
1114, Nine People Saying <e>romney</e>'s <a>Tax Plan</a> Is Mathematically Impossible - Huffington Post http://t.co/jHJmv1RC,,_TEST_,,
1115," Accusations that Mitt <e>romney</e> helped <a>youths</a> get hooked on <a>cigs</a>""  http://t.co/Vz3xNZ90 #gonzo #Wwhstd",,_TEST_,,
1116, Is Mitt <e>romney</e>'s <a>jobs</a> plan a sham?: Critics say the 12 million jobs <e>romney</e> promises to create may well appear re... http://t.co/am03j4A9,,_TEST_,,
1117, Idk how anyone could vote for <e>romney</e> when he wants to take <a>women</a>'s rights,,_TEST_,,
1118, Sorry #GOP. <e>romney</e> is just NOT going to add #12M<a>jobs</a> https://t.co/rdUXEASI,,_TEST_,,
1119, LOL! <e>romney</e>'s camp think there getting the <a>Women</a> Vote!Bitch Please!,,_TEST_,,
1120, Mitt <e>romney</e>'s <a>$5 trillion</a> debt spike plan is just like the plan <a>Bush</a> had (which spiked the debt).  #p2 #tcot ,,_TEST_,,
1121, Mitt <e>romney</e> is <a>annoying</a> .,,_TEST_,,
1122, Bloomberg News confirms that Mitt <e>romney</e>'s plan would raise taxes on <a>middle-class</a> families: http://t.co/X04yD8xz,,_TEST_,,
1123," They just called <e>romney</e> a ""<a>douche</a>"" on CNN hahahahaha",,_TEST_,,
1124, Mitt <e>romney</e>'s <a>$5</a> <a>trendn</a> sounds like a @Subway commercial,,_TEST_,,
1125, @lizzwinstead @aishatyler  @DrJamesPeterson New B4 #Debate2 Bill Clinton calls <e>romney</e> a <a>liar</a> over $5T tax cut. ,,_TEST_,,
1126, dis #<a>WhiteHistoryMonth</a> thing was clearly influenced by Mitt <e>romney</e> and his stupid ass,,_TEST_,,
1127, Unmasking Mitt <e>romney</e> as an <a>economic</a> sham http://t.co/pjW5mbt0,,_TEST_,,
1128, If you think <e>romney</e> is a <a>joke</a> RT,,_TEST_,,
1129, <e>romney</e> Has No Real <a>Jobs</a> Plan: Former Massachusetts Gov. Mitt <e>romney</e> claims that if he is elected into office he... http://t.co/woSGSfaG,,_TEST_,,
1130," ""<a>Friday Night Lights</a>"" Director Accuses Mitt <e>romney</e> Of Plagiarism In Threatening Letter http://t.co/0wLDWWK3  #tcot #war #resist44 #lnyhbt",,_TEST_,,
1131, @PPact @_pascuzzo Mitt <e>romney</e> on<a> children</a>: we're going to get rid of those! Mitt <e>romney</e> on dogs: we're going to get rid of those! Mitt...,,_TEST_,,
1132, Saw a <e>romney</e><a> commercial</a> earlier that played Biden laughing while they talked about some sob story.   That is dirty and low.,,_TEST_,,
1133, The <e>romney</e> campaignâ€™s <a>job</a> math is just as bad as its tax math http://t.co/v79jlR1z,,_TEST_,,
1134, if <e>romney</e> become president we all gone have to start reading the <a>terms & conditions</a>. we MIGHT be agreeing to <a>slavery</a> LMBO!!,,_TEST_,,
1135, Breaking News: <e>romney</e>/Ryan <a>war policy</a> creates 26mil jobs by starting world war III and killing MILLIONS OF HUMANS.,,_TEST_,,
1136, A new report shows exactly why <e>romney</e>'s <a>Medicare</a> plan would cost seniors more:  http://t.co/mPoPq6dk,,_TEST_,,
1137,F <e>Romney</a> and his family and their <a>lies. Deport them</a>. @current #current2012,,_TEST_,,
1138,"During <e>Romney</e>'s <a>last year as governor</a>., he was largely an absentee chief executive.  http://t.co/DgRF38Ui",,_TEST_,,
1139,"If <e>Romney</e> really wants to win the <a>post-debate analysis</a>, he should come out for better pay for focus groups.",,_TEST_,,
1140,".@edyong209 Hell, I'm still waiting for <e>Romney</e>'s <a>programming to glitch</a>. We could hear, ""My hovercraft is full of eel"" tonight #dreaming",,_TEST_,,
1141,@realDonaldTrump @rupertmurdoch @israel It will be a <a>nightmare for America</a> if <e>Romney</e> is elected.,,_TEST_,,
1142,@stevenlwalker <e>Romney</e>RyanRepubs will never stop <a>lying</a> since it is working! How can these RR voters not see the danger Mitt is to USA? #Bain,,_TEST_,,
1143,"@pir8gold @indyrallen There's <e>Romney</e>'s <a>answer</a> if asked. This is suppose to be<a> foreign policy</a>, but you never know.",,_TEST_,,
1144,[Article] Mason Dixon: <e>Romney</e>'s <a>Lead</a> Up to 7 in Florida #hannity #glennbeck - http://t.co/ZuaNiN0L,,_TEST_,,
1145,"@CNNPolitics. It?s a/b time, <e>Romney</e> make a foot chewing demonstration on nat/wrld wide tv.",,_TEST_,,
1146,The details matter button doesn't work for us. Anyone else? Clever parody site for Mitt <e>Romney</e>'s <a>$5 trillion tax plan</A>: http://t.co/bPWGMVR5,,_TEST_,,
1147,#JustLikeDad <e>Romney</e>'s Son Tagg <a>LIES</a> about involvement with imprisioned <a>Ponzi schemer Allan Stanford</a> http://t.co/KYlnEm7W @MMFlint #p2 #dems,,_TEST_,,
1148,#Voting For #Lyin UnFitt #Mitt <e>Romney</e?> Youâ€™re A <a>Traitor</a> To Americaâ€¦. http://t.co/GnQOzcrmâ€¦,,_TEST_,,
1149,"@stephencrose As for so-called bi-partisanship, 800 vetoes, 750 of which were overturned by Democrats.STOP <a>LYING</a> <e>ROMNEY</e> ! YOU <a>CHEAT</a> !",,_TEST_,,
1150,"@Anomaly100: <a>tax plan</a>. http://t.co/oINY2qlY // <a>procrastinator</a> , we're being attacked <e>mitt</e> ""I'll get around to it later, last min""",,_TEST_,,
1151,@thedailybeast The <e>Romney</e>/Ryan people who set this up should be <a>fired</a>. Another <a>stupid</a> - and <a>kind of sleazy</a> - political ploy.,,_TEST_,,
1152,@JimHumbert thats a bunch of <a>propaganda</a> bullshit not even <e>Romney</e> knows what his plan is or isn't going 2do.,,_TEST_,,
1153,Watch the details of <e>Mitt Romney</e>'s <a>tax plan</a> dance away like the broomstick in Fantasia: http://t.co/8KX7kjaH,,_TEST_,,
1154,".@davidfrum @sdwinkler And nobody in the press will criticize <e>Romney</e> for making <a>promises he can't keep</a>, for months on end...",,_TEST_,,
1155,"SOURCES: <e>Romney</e> to accuse ""<e>Mitt Romney</e> from <a>first debate</a>"" of saying things he, ""<e>Mitt Romney</e> from <a>second debate</a>,"" strongly disagrees with",,_TEST_,,
1156,"@chrislhayes Mother of 4 working 2 jobs: ""if <e>Romney</e> <a>wins</a> don't be surprised if I move to another country."" #SelfDeportationOfTheMiddleClass",,_TEST_,,
1157,@NowWithAlex @ryangrim and i am tired of<a> listening</a> to <e>Romney</e> and his campaign managers come and quietly say that those are not his stances,,_TEST_,,
1158,@GibsonRadio <e>ROMNEY</e>â€™S secret tapes reveals he was waiting for <a>foreign incident</a> so he could exploit it! ROMNEY prayed to his demon god Moroni,,_TEST_,,
1159,@blackrepublican The nature of his <a>biz practice at Bain</a> was to take risky biz and flip them for a profit. Why can't @<e>Romney</e> stand by it?,,_TEST_,,
1160,Many of Mitt <e>Romney</e>'s foreign policy advisers helped push the U.S. into <a>war</a> with Iraq. http://t.co/1vwwNrwp #RomneyFacts,,_TEST_,,
1161,"You think its hard being <a>minority and middle class</a> now, shit gone get real if <e>Romney</e> win #PLESAEVOTE",,_TEST_,,
1162,"You think its <a>hard being minority and middle class now</a>, shit gone get real if <e>Romney</e> win #PLESAEVOTE",,_TEST_,,
1163,You'll never get one if Mitt <e>Romney</e> wins. You can't complain if u don't <a>vote</a> RT @LmaoAtDoseHOES: I'm not voting..... Until I get a <a/>job</a>,,_TEST_,,
1164,@davidaxelrod  <e>Romney</e> secret plans 2 create <a>12m job</a> is just not true instead we ll loose more than 12m job with his 20% tax cut 4  wealthy,,_TEST_,,
1165,@DrunkVoltron I'm Republican D: I'm not voting <e>Romney</e> though. He is an <a>idiot</a>. I will probably just write in...,,_TEST_,,
1166,@DWStweets  <e>Romney</a> secret plans 2 <a>create job</a> is just not true instead we ll loose more than 12m job with his 20% tax cut 4  wealthy,,_TEST_,,
1167,"With @GlennKesslerWP calling <e>Romney</e> jobs plan a lie, will <a>WaPo reporters</a> now say that in their coverage? http://t.co/txGIZpzs",,_TEST_,,
1168,Fortune: Missing from <e>Romney</e>'s <a>tax plan</a>: Reality--a MUST READ!! - Democratic Underground http://t.co/bdBnmQl8,,_TEST_,,
1169,@AnitaGunn1 @dkahanerules  I hope <e>Romney</e> is relentless. We need <a>answers</a>!,,_TEST_,,
1170,DNC's @DWStweets tells Asheville Mitt <e>Romney</e> has a <a>choice tonight</a>: tell the truth or keep trying to hide his positions. http://t.co/KHXQHNYM,,_TEST_,,
1171,"@blackrepublican Would that not be an honest open conversation.  @<e>Romney</e> has betted against America, putting <a>struggling families</a> out of work",,_TEST_,,
1172,This is #<e>TheRealRomney</a> : http://t.co/kbd16sHb . An Absolute lack of <a>Moral Character</a>.,,_TEST_,,
1173,@LostInSpaceToo @Mitt<e>Romney</e> @Barack<e>Obama</e> @JoeBiden um Mitt <e>Romney</e> has his<a> unemployment rate down to 4%</a> that's WAY more than <e>Obama</e> can say.,,_TEST_,,
1174,<a>Democrats Launch Ingenious New Site</a> To Attack <e>Romney</e>'s <a>Tax Plan</a> http://t.co/nZz7dZSI Brilliant. #p2 #tlot #tcot,,_TEST_,,
1175,Dumb Atlantic article argues <e>Romney</e> has a <a>great tax plan</a> if you ignore everything he's actually proposed. http://t.co/AiwNx2mh,,_TEST_,,
1176,.@daveweigel <e>Obama</e> has no one to blame for <a>Benghazi</a>-gate but himself. Had he not BSed it could of been a rallying point...,,_TEST_,,
1177,".@TheDemocrats ""We the small, we are very strong"" <e>ROMNEY</e>/BAIN <a>China Outsourced French workers</a> #Bainport #Sensata http://t.co/rCw5SwbG",,_TEST_,,
1178,@allen1927 Yeah...it seems the apple really does not fall far from the tree. I'll bet <a>children of liberals</a> felt <e>Romney</e> was obnoxious too.,,_TEST_,,
1179,"How Tagg <e>Romney</e>'s <a>private equity pals</a> cash in on <a>Medicare, Medicaid</a> (!!) and for-profit college ripoffs http://t.co/YsSq6Tfn",,_TEST_,,
1180,"We can't have a monkey go around mauling seniors, unless that's the <a>social security plan</a> <e>Mitt</e> isn't telling us about. http://t.co/Fs7QUEtF",,_TEST_,,
1181,XD RT @FilthyRichmond: Donating to <e>Romney</e>'s <a>campaign</a> is the new buying <a>Facebook stock</a>.,,_TEST_,,
1182,Progress will be undone if <e>Romney</e> appoints our next <a>Supreme Court justices.</a> -Daniel AlarcÃ³n http://t.co/HtHaeu9l #90reasons #Obama2012,,_TEST_,,
1183,"@kwelkernbc  He must bring it up, both on <a>domestic and foreign policies.</a> Which <e>Romney</e> is real?  the one behind closed doors or on stage?",,_TEST_,,
1184,"@blackrepublican Maybe he try another sport, like hockey. America is not safe in @<e>Romney</e> hands, his mentality is flip biz, take $$$, run.",,_TEST_,,
1185,@NowWithAlex @ryangrimarent you guys tired to hear <e>Romney</e> say something and then his campaign says that he did not mean <a> its just flipping</a>,,_TEST_,,
1186,Why are all of the <a>democrats</a> trying to disprove all of <e>Romney</e>'s <a>plans</a> when they know nothing about the economy?,,_TEST_,,
1187,<e>Romney</e> needs to <a>lie smoothly</a> and frequently and remember to upload his latest HumanEmotionSimulacraâ„¢ software http://t.co/uAyoE9IT,,_TEST_,,
1188,"We know <e>Romney</e> will say anything to win, even if it's not true. He did it as a <a>corporate-buyout specialist</a> and as <a>governor</a>. #GottaVote",,_TEST_,,
1189,"A <e>Romney</e>-Ryan Win Would Mean a <a>Ban on Abortions</a>, But Bans Don't Stop Abortions http://t.co/XIkAyFS1 #schutze",,_TEST_,,
1190,(Debate Moderator Crowley) Beck: CNN's Crowley's aggressive exchange reference lies on <e>Romney</e> <a>outsourcing</a> http://t.co/CtorXHcs via @youtube,,_TEST_,,
1191,Sensata worker: <e>Romney</e>'s <a>job claims</a> make him 'just a bold-faced liar' http://t.co/YUu3ddsQ,,_TEST_,,
1192,@dailykos Sensata worker: <e>Romney</e>'s <a>job claims</a> make him 'just a bold-faced liar' http://t.co/Z6iPclMx #P2,,_TEST_,,
1193,"<e>Romney</e> plans to give <a>tax cuts</a> to the rich, hoping that they will use it to hire the unemployed. Thats a hell of a gamble to me.",,_TEST_,,
1194,...she said in desperation RT @FilthyRichmond: Donating to <e>Romney</e>'s <a>campaign</a> is the new buying Facebook stock.,,_TEST_,,
1195,"<e>Mitt</e> #Romney's top economic adviser Greg Mankiw said the <a>""offshoring"" of American jobs</a> was a good thing. #Sensata http://t.co/WjjYxYyE",,_TEST_,,
1196,@Mozi_N <e>ROMNEY</e> was not a <a>businessman</a>: was a master <a>financial SPECULATOR</a> who bought sold flipped &amp; stripped businesses. D Stockman-Reaganite,,_TEST_,,
1197,<e>Romney</e>'s 12 million <a>jobs</a> pledge is based on completely bogus math: http://t.co/oeYiF09i,,_TEST_,,
1198,#MittMath RT @Slate: <e>Romney</e>'s 12 million <a>jobs pledge</a> is based on completely bogus math: http://t.co/j5eFae9e,,_TEST_,,
1199,<e>Mitt Romney's</e> <a>new jobs </a>math doesn't add up. See why: http://t.co/OAboii8S #MittMath,,_TEST_,,
1200,".@WardBrenda @shortwave8669 @allanbourdius no, I'm a RULES girl. and yes, the RNC and <e>romney</e> are cheaters.",,_TEST_,,
1201,.We KnewThat! @AndyBarovick: The six studies Paul Ryan cited prove - Mitt <e>Romney</e>'s <a>Tax Plan</a> Is Impossible (TheAtlantic) http://t.co/o4WYOAY7,,_TEST_,,
1202,"@davidfrum  The math is unimportant at this point, imho. <a>Romney</a> has called it a framework. That's a big out.",,_TEST_,,
1203,"RT-Did you know that according to the new book â€œ<a>Presidential Perks Gone Royal,â€ taxpayers spent a $1.4 Billion</a> on the <e>Obama</e> family in 1 year",,_TEST_,,
1204,@MarcoMariani_IT Marco quit calling Mitt <e>Romney</e> an <a>empty can</a> /peace ðŸ˜Ž,,_TEST_,,
1205,"Here's my <a>prediction</a>. <e>Romney</e>, 332 electoral votes. <e>Obama</e>, 206 electoral votes: http://t.co/1ulKxPZn",,_TEST_,,
1206,"@DailyCaller <e>Mitt</e> doesn't have murdered <a>gay friends</a>. But don't worry. Neither he. GOP, or you. will out Bathhouse Barry. Right? #TPP #tcot",,_TEST_,,
1207,] Shocking!! <e>Romney</e>Â’s Bain Selling Out <a>American Workers to China</a> (VIDEO) - http://t.co/FS3UMHYT,,_TEST_,,
1208,@ceceladyceo @blackrepublican @<e>romney</e> I wish I was a <a>Global Humanitarian</a>. But that sounds tiring.,,_TEST_,,
1209,@ByronYork Total lie about <e>Romney</e>/Ryan criminalizing <a>abortion</a>. Scare tactics,,_TEST_,,
1210,Despicable. Drudge:  â€œmassive riotsâ€ of black people attacking white people should Mitt Romney win the election. http://t.co/fZO9d54N,,_TEST_,,
1211,"If <a>elected</a>, <e>Romney</e> will have a BUSY first day, according to all his promises (VIDEO) http://t.co/2XqkCrfh",,_TEST_,,
1212,@EricBoehlert @mmfa  <e>Romney</e> clearly <a>lied<a/> to the Republican base to get the nomination. I think he's being truthful now.,,_TEST_,,
1213,"@bry_oks I agree. <e>Romney</e>isnt that personable or human, so he might not even know how to <a>respond to most audience</a> Q's. #arapgov13",,_TEST_,,
1214,"@BarackObama  Please show up at tonight's <a>debate</a> ready to challenge the fabricated stories by <e>Romney</e>. In other words, STAY AWAKE!",,_TEST_,,
1215,<e>Romney</e> <a>Sues to Extend Absentee Voting</a>  for Overseas Military - http://t.co/fOLuxCLr,,_TEST_,,
1216,News orgs did great work on <e>Romney</e>'s <a>tax plan</a>. Now time to get to work on Romney's sham of a jobs plan: http://t.co/ejUlvPEs,,_TEST_,,
1217,"@ebertchicago ""Reagan's budget director, David Stockman, says the <e>Romney</e>/Ryan budget is <a>malarky</a>. http://t.co/M8xq35ek ""Want Stockman's book!",,_TEST_,,
1218,<e>Romney</e>'s 12 million <a>jobs scam</e> reminds me of Rip Torn selling pennies in the movies. Sick puppy. http://t.co/kFaosHrM,,_TEST_,,
1219,@iBlackguy: </a>Romney</a> gone <a>turn</a> the U.S. into The <a>Hunger Games</a> out here.,,_TEST_,,
1220,No Wonder Ryan couldn't provide details...<e>Romney</e>'s 12 Million <a>Jobs Pledge</a> Based On Totally Bogus Math http://t.co/rdIEguLx via @mattyglesias,,_TEST_,,
1221,@AvenueJay I think we are going to end up with President <e>Romney</e> unfortunately.,,_TEST_,,
1222," The same issue for <e>Romney</e>, too. If he hones in too much the <a>social conservatives</a>, he might alienate the more moderate/liberal Republicans",,_TEST_,,
1223," @TheRevAl You know the $25k that <e>Romney</e> pulled out, there will be a limit and most middle class won't qualify or have enough deductions for!",,_TEST_,,
1224, Oops I mean <e>Romney</e> has lost my <a>vote</a>. #<e>Obama</e>2012,,_TEST_,,
1225, Mitt <e>Romney</e> that's a<a> lie</a>! http://t.co/YWyOwk4g,,_TEST_,,
1226, No! <e>Romney</e> does not have the<a> American people</a>â€™s interest in mind.,,_TEST_,,
1227, Mitt <e>Romney</e> Has Completely Flip-Flopped On <a>Gun Control</a> Through His Political Career http://t.co/mjfDP1Kj via @bi_politics,,_TEST_,,
1228, I hate the fact that both my neighbors next to me have <e>Romney</e> signs. I feel like they trying us Lmao,,_TEST_,,
1229, <e>Romney</e>'s views are changing faster than the colors of fall.,,_TEST_,,
1230, <e>Romney</e> promises to add 12m jobs by doing absolutely nothing http://t.co/RGv39DiA #Jobs,,_TEST_,,
1231," #<a>India</a> starts with I too, another reason why #<e>Romney</e> should not be supported for his #InvadeICountry philosophy!",,_TEST_,,
1232," I can't trust <e>Romney</e> he just admitted to being a pastor, I don't trust pastors at all I think they sneak money on the low #Sorry",,_TEST_,,
1233," Every dog has his day. Yours is over, Mr. <e>Romney</e>. You lost this <a>debate</a>.  You'll lose the election.You're a phony.",,_TEST_,,
1234," @davidpilling: agreed. Single moms are responsible for <a>gun violence</a>? Really, <e>Romney</e>?",,_TEST_,,
1235," I still can't believe <e>Romney</e> said he would ""conscript"" children of illegal immigrants as their pathway to America????  Wow.",,_TEST_,,
1236," Middle<a> income tax payers</a> have been buried the last four years because of those who have no concept of reality, like Mitt <e>Romney</e>. #Debate2012",,_TEST_,,
