id,Annotated tweet,,classification,,,,,,,
940,Make sure you tune in to the debates tonight!! #<e>obama</e>,,_TEST_,,,,,,,
941,<e>Obama</e> Job Approval (US): Approve  48.0% Disapprove  51.0% (Oct. 15 - Rasmussen) http://t.co/5twGgFXu,,_TEST_,,,,,,,
942,"Rush Limbaugh - LIVE weekdays at 11am - ""You've got party loyalty and whatever percentage of voters who really do think <e>Obama</e> equals a...",,_TEST_,,,,,,,
943,<e>Obama</e> prepares for post-debate fight - Washington Post (blog): <e>Obama</e> prepares for post-debate fightWashington Po... http://t.co/zO6gxb9x,,_TEST_,,,,,,,
944,<e>Obama</e> endorses Warren for Senate - The Hill (blog): <e>Obama</e> endorses Warren for SenateThe Hill (blog)<e>Obama</e> cited W... http://t.co/7yiExpAh,,_TEST_,,,,,,,
945,"I liked a @YouTube video from @ExoMatrixTV http://t.co/EfPKVcXy Presidents Smoking Pot - Clinton, Bush &amp; <e>Obama</e> about Marijuana [HD]",,_TEST_,,,,,,,
946,via @TheOnion - <e>Obama</e> Excited To Participate In First Debate http://t.co/mwgTSzf7,,_TEST_,,,,,,,
947,Tonight is the BIGGEST night in <e>Obama</e>'s life. The man who has skated into the presidency now has to come from behind in the 4th qtr.,,_TEST_,,,,,,,
948,There are helicopters all over the place!!! <e>Obama</e> is here you guys!!!!!!!,,_TEST_,,,,,,,
949,ñ@Im_An_Immigrant: <e>Obama</e>'s back up plan http://t.co/YMgCw0Toî LMFAOOOO dying,,_TEST_,,,,,,,
950,"So if Clinton takes the fall, will <e>Obama</e> publicly apologize to video producer whose life is ruined? Tonight would be good. @jimgeraghty",,_TEST_,,,,,,,
951,McGurn: The Wizard of <e>Obama</e> - http://t.co/yPvbNcXQ http://t.co/MTHtBqt2 #election2012 #debate #lnyhbt #war #tcot #ocra #teaparty #rr2012,,_TEST_,,,,,,,
952,"Tweet this, not libya? RT @CBSNews: New <e>Obama</e> ad features female celebs blasting straw-GOP agenda on women's health http://t.co/BvcxRjM5",,_TEST_,,,,,,,
953,Is Morgan Freeman narrating that <e>Obama</e>  advertisement??!! IT'S ALLLLL OVERRR @koreanGsus,,_TEST_,,,,,,,
954,idk why these white people talking about <e>obama</e>. IT AINT LIKE YOU CAN VOTE ANYWAYS!!!!,,_TEST_,,,,,,,
955,I can't even get in  my school lot. <e>Obama</e> security is Solid,,_TEST_,,,,,,,
956,God I am so l@zy all I want is a free gov handout y won't they give me $$$ :'( Pls <e>Obama</e> I don't want a job bc I'm lazy!!!! #<e>Obama</e>Rockz #$$,,_TEST_,,,,,,,
957,<e>Obama</e>.......Now blames Hillary for Benghazi........???????.....,,_TEST_,,,,,,,
958,#<e>obama</e> I chuckled so hard I was banging http://t.co/wx6nrM1X,,_TEST_,,,,,,,
959,ICYMI: <e>Obama</e> 2010: ïUltimately the buck stops with meÍ on security issues http://t.co/dExV30q8,,_TEST_,,,,,,,
960,US Presidential debate tonight! Good stuff.. Hope <e>Obama</e> hasn't taken any tips from Biden on how to do a debate.,,_TEST_,,,,,,,
961,Hillary Clinton Prepares to See Underside of <e>Obama</e> Bus http://t.co/pYUuLqIf via @ewerickson,,_TEST_,,,,,,,
962,So somebody painted red spots over the eyes of the <e>Obama</e> mural outside the Breakfast Klub. Ignorant ass folks. Just stupid,,_TEST_,,,,,,,
963,"If Osama is a friend to <e>Obama</e> on facebook, who sent the friend request and why?",,_TEST_,,,,,,,
964,"my cousin said he wasnt voting yesterday, and i was like  "" NIGGA DO YOU KNOW WHAT QUESTION 3 IS??? "" fuck <e>barack</e> nigga, the POT NIGGA!",,_TEST_,,,,,,,
965,"@JacobMiller297 ""Presidential debate tonight... <e>Obama</e> is coming out in attack mode!"" #SaidNoOneEver",,_TEST_,,,,,,,
966,Hillary Clinton shields <e>Obama</e> from Benghazi scandal http://t.co/NAMg0Nr3,,_TEST_,,,,,,,
967,#Hollywood #Headline <e>Obama</e> on Nicki Minaj and Mariah Carey Feud: President Discusses... http://t.co/XAKTLaWN #Style Goo,,_TEST_,,,,,,,
968,Man who threatened President <e>Obama</e> sentenced to one to three years http://t.co/xIJ0CrYL,,_TEST_,,,,,,,
969,Can Bruce Springsteen do it again for <e>Obama</e>? http://t.co/SMfFldM0 via @guardian,,_TEST_,,,,,,,
970,@RasmussenPoll: #<e>Obama</e>: Strongly Approve: 32%... Strongly Disapprove: 43%... Index: -11ƒ Total Approval: 48%...,,_TEST_,,,,,,,
971,.@SmartyPants32 Blog: What I'll be looking for in tonight's debate: authenticity  #news #<e>Obama</e> #OFA #p2 #<e>Obama</e>2012 http://t.co/fHfDTuC5,,_TEST_,,,,,,,
972,@EL_PresiDante8 lets go <e>Obama</e> <e>Obama</e> boliita boliita @JerseyRunner77 likes balls and so does @ParkerLampe I miss Disney,,_TEST_,,,,,,,
973,"<e>Obama</e> listens to @NICKIMINAJ on his iPod,  #MyPresidentHasSwag #SuperBass",,_TEST_,,,,,,,
974,#<e>Obama</e> must go back to the old playbook http://t.co/JKRb7O45,,_TEST_,,,,,,,
975,"@CNN is the new ONN, <e>Obama</e> News Network...",,_TEST_,,,,,,,
976,"Think: As President, <e>Barack Obama</e> has done exactly what he said he was going to do- Fundamentally change the USA...",,_TEST_,,,,,,,
977,#Michelle <e>Obama</e> to all the haters. #funny #firstlady #beautiful  http://t.co/MG7GdOMR,,_TEST_,,,,,,,
978,"So @Soledad_Obrien, how do you manage the two jobs of <e>Obama</e> cheerleader and unbiased reporter so well? http://t.co/zydCkQtw #fail",,_TEST_,,,,,,,
979,@H_Bod you'll just be sitting there clapping at <e>Obama</e> #hbodproblems,,_TEST_,,,,,,,
980,"This Week In Discs: Moonrise Kingdom, <e>Obama</e>Ís America, Chernobyl Diaries and Two from the Scream Factory http://t.co/G0R24u4p",,_TEST_,,,,,,,
981, Reginald C. Adams' <e>Obama</e> Mural Defaced: Artist Invites Others To Help Repair The Damaged Mural (PHOTOS) http://t.co/EMN6nDuQ,,_TEST_,,,,,,,
982," <a>Media</a> use <a>liberal academics</a> to opine about <e>Obama</e>, but hide their campaign ... - Fox News http://t.co/l2wJaTAe",,_TEST_,,,,,,,
983, not sure they've quite got the hang of this election lark RT @conhome 42% of Tory members would vote for <e>Obama</e>; 23% for <e>Obama</e>,,_TEST_,,,,,,,
984, <e>Obama</e>-provided Drone Technology: Hezbollah's Iranian-Designed Drone major step forward for  http://t.co/0xxXXefc,,_TEST_,,,,,,,
985, Which States Google the Presidential Candidates the Most?: Americans' eyes will be on President <e>Obama</e> and Mitt... http://t.co/pEI3j3m7,,_TEST_,,,,,,,
986," No one should listen to Chris Matthews for <a>analysis</a>, mainly because, unlike <e>Obama</e>, he canâ€™t keep it in his pants.",,_TEST_,,,,,,,
987," @thinkprogress @betabay1. <e>Romney</e> 2. <e>Obama</e> 3. Biden 4. Ryan 5. I forget the fifth: remind me? Or do I DRINK the fifth? Yeah, that must be it.",,_TEST_,,,,,,,
988, @weelchairjimmy Michelle <e>Obama</e> has confirmed that she will be twerking to bands a make her dance...it's a party it's a party.,,_TEST_,,,,,,,
989, Morgan Freeman narrated an <e>Obama</e> <a>commercial</a> if that's not reason enough to vote <e>Obama</e> then I don't know what kind of drugs you're doing,,_TEST_,,,,,,,
990, <e>Obama</e> family raising money for sharia in Kenya http://t.co/6eSnpsik #sharia #jihad #newsâ€ #<e>Obama</e>2012 #OFA #Catholic #Christian #Ccot #tcot,,_TEST_,,,,,,,
991, <e>Obama</e> is the Cleveland Browns of 2012 presidential debates.,,_TEST_,,,,,,,
992," #<e>Obama</e> will talk about <a>uptick in economy</a>,  http://t.co/pkOu1lO3  ROFL!! any more uptick we all b out of job!#tcot #debate",,_TEST_,,,,,,,
993," ""Heat on <e>Obama</e> in <a>2nd Debate</a>"" on http://t.co/QXnfslk4",,_TEST_,,,,,,,
994, <e>Obama</e> speaks better spanish then <e>Romney</e> though. Lolol.,,_TEST_,,,,,,,
995, A More Aggressive <e>Obama</e> Still Won't Make the Grade - David Limbaugh - Page 1 http://t.co/Orn4gwsY via @townhallcom,,_TEST_,,,,,,,
996, I'm picturing <e>Obama</e> shadow boxing with Apollo Creed's crew right now.,,_TEST_,,,,,,,
997, Candidate Question Countdown 1: #VoterID #<e>Romney</e> #<e>Obama</e> http://t.co/PYZtheBb,,_TEST_,,,,,,,
998, @SeanGHiggins Clinton and <e>Obama</e> need to play eeny meany miney moe and settle this before tonight's debate and twitter goes over capacity.,,_TEST_,,,,,,,
999," Married, anti-gay Evangelical author Dinesh Dâ€™Souza of â€˜<e>Obama</e>â€™s Americaâ€™ is Cheating on his WifeGood find here http://t.co/nIX0fbc6",,_TEST_,,,,,,,
1000," Intelligence Briefings Or Golf, Mr. <e>Obama</e>? http://t.co/9Za5nUa7 via @WestJournalism",,_TEST_,,,,,,,
1001, Ryan Look Luke <e>Obama</e>!!! LOL,,_TEST_,,,,,,,
1002, I need to do my history homework and a 1-2 page essay about mitt <e>Romney</e> and <e>Obama</e> excuse. Me http://t.co/yUotviIX,,_TEST_,,,,,,,
1003, <e>Obama</e> Fundraiser Full Of Dopeboys .,,_TEST_,,,,,,,
1004, I can't wait to see <e>Obama</e> go the fuck in tonight,,_TEST_,,,,,,,
1005, #SMM Watch the Hofstra Presidential Debate Live Stream: Barack <e>Obama</e> and Mitt <e>Romney</e>'s debate remat... http://t.co/XOTZ4BLv #MKT #TRADE,,_TEST_,,,,,,,
1006," Got my <e>Obama</e> Biden bumper sticker...Mr. <e>Romney</e>, where is yours? #bipartisanvoter http://t.co/dlbJqUQ9",,_TEST_,,,,,,,
1007, Just heard an <e>Obama</e> ad with voice over by Morgan Freeman.  Game over.,,_TEST_,,,,,,,
1008, @likablelady @OneLegSandpiper @npbat that earthquake was on <e>Obama</e>'s Fault,,_TEST_,,,,,,,
1009, #<e>Obama</e>DebateTips flip <e>Romney</e> off every time he says something about you,,_TEST_,,,,,,,
1010, Nintendo Wii Games [Gaming in the <e>Obama</e> Years] http://t.co/U72hGdHr,,_TEST_,,,,,,,
1011, Typical liberal media likability poll question: Would you rather be in a burning plane with <e>Romney</e> or watch the Super Bowl with <e>Obama</e>?,,_TEST_,,,,,,,
1012, <e>Obama</e> picks sides in Nicki Minaj-Mariah Carey feud - Celebrity Balla http://t.co/bruUeBRa,,_TEST_,,,,,,,
1013, AIU: POTUS <e>Obama</e> says ********** is a UK MOD operative and he has every intel and ****** ****** is GREENLIT! OOPS TS:IT:ZT:DT:PT:AT:FT:GT:BT,,_TEST_,,,,,,,
1014, Waiting on debates I hope <e>Obama</e> goes in on <e>Romney</e> bout his policies and the 47th percent,,_TEST_,,,,,,,
1015, @kimguilfoyle http://t.co/JTKKEnjM â€¦ The following is a presentation of the 2012 Presidential #Debate ! #<e>Romney</e> #<e>Obama</e>,,_TEST_,,,,,,,
1016, But of course <e>Obama</e>'s favorite is Mugi,,_TEST_,,,,,,,
1017, MSNBC doing some last minute pep talking for <e>Obama</e>. Here's the exclusive video: http://t.co/AGBB1MT6,,_TEST_,,,,,,,
1018," HYPOTHESIS: If <e>Obama</e> had done more press conferences, he might be more skilled at answering questions in <a>debates</a>, especially town halls.",,_TEST_,,,,,,,
1019, Woman Gets Called Out For Calling <e>Obama</e> A Communist; Can't Explain What A Communist Is http://t.co/qA8nDSG2,,_TEST_,,,,,,,
1020, Secretary Clinton falls on <e>Obama</e>'s sword.  'I take responsibility' for what happened in #Benghazi. http://t.co/M5e9Uv7J,,_TEST_,,,,,,,
1021, Tyrone just bought the <e>Obama</e> movie on demand by mistake.... Wow,,_TEST_,,,,,,,
1022," Senators Insist <a>Buck</a> Must Stop with <e>Obama</e>: Earlier this evening, Secretary of State Hillary Clinton said ""the bu... http://t.co/hnTqbgHp",,_TEST_,,,,,,,
1023, <e>Obama</e> '08 race worker held in damage to Colorado Democratic HQ http://t.co/DheYTd80 #hewitt #tcot #gop,,_TEST_,,,,,,,
1024," Via @Politico: #tcot <e>Obama</e> predicts Minaj, Carey make up http://t.co/DUlkftBw #twisters #teaparty",,_TEST_,,,,,,,
1025," Just as <e>Obama</e> inserted himself into bio's of recent presidents, he is changing 'facts' of the world tcot p2 2012",,_TEST_,,,,,,,
1026, <e>Obama</e> & the <a>Democratic Socialists</a> http://t.co/U5F2OaFh #tcot #tlot #gop #<e>Obama</e> #communist #cccp,,_TEST_,,,,,,,
1027," <e>Obama</e> weighs in on Nicki Minaj, Mariah Carey feud: Yes, President <e>Obama</e> has commented on the on-set... http://t.co/BCF0fNpe #Atlanta #GA",,_TEST_,,,,,,,
1028, Tea Party Drops Hardcore Ad Starring '<e>Obama</e> Phone' Lady - Tea Party - Fox Nation http://t.co/bUjgncnM,,_TEST_,,,,,,,
1029," #SayWhatNews: Small Package, Big Prize - Couple Sues For Decapitated Baby - Gunshots At <e>Obama</e> Campaign Office http://t.co/HRBi4UQb",,_TEST_,,,,,,,
1030, President <e>Obama</e> Addresses the British Parliament: http://t.co/rQgq6VlW via @youtube,,_TEST_,,,,,,,
1031, @LeslieDArcy You nailed it. #<e>Obama</e> is the real #waronwomen,,_TEST_,,,,,,,
1032, It's a good thing you kik'd me pics because my <e>Obama</e> flip phone sucks and won't load your Twitter avi.,,_TEST_,,,,,,,
1033, #news Campaign surrogates say <e>Obama</e> has crucial task in second debate: Previewing Tuesdayâ€¦ http://t.co/0oYi1Cbl,,_TEST_,,,,,,,
1034, THE RACE: <e>Obama</e> and <e>Romney</e> prep for 2nd debate http://t.co/BWsaKR31,,_TEST_,,,,,,,
1035, #musicmonday Do you Like <e>Obama</e>'s job performance? http://t.co/Yww9eT27,,_TEST_,,,,,,,
1036, Good ole' American country music at the Vice President rally. I bet <e>Obama</e> doesn't do that! #<e>Romney</e>Ryan2012,,_TEST_,,,,,,,
1037, Wouldn't surprise me. RT @DeMarko_Gage: #<e>Obama</e>DebateTips Blame Bush for the past. Blame Hillary for the present. Blame <e>Romney</e> for the future,,_TEST_,,,,,,,
1038, @IamTheWindowMan <e>Obama</e>: 'Al Qaeda is On Its Heels;' 'Groups Affiliated w/ Or Sympathetic to Al Qaeda' in 9/11/12 attack http://t.co/EEeynXsh,,_TEST_,,,,,,,
1039, Poor <e>Obama</e> Bumper Sticker http://t.co/FJW6DlIo,,_TEST_,,,,,,,
1040, I wish I can see Michelle <e>Obama</e> speak. I think I would cry lol.,,_TEST_,,,,,,,
1041, <e>Obama</e> smokes Newports!?!?! WTF #ratchet,,_TEST_,,,,,,,
1042, This white man in here with a <e>Obama</e> maskðŸ˜³,,_TEST_,,,,,,,
1043, Sell <e>Obama</e> short to the highest bidder!Sell him like he sold America short. http://t.co/uDzXcsnr,,_TEST_,,,,,,,
1044," Do black people support <e>Obama</e> because he's black?: Surviving slavery, segregation and discrimination has forged ... http://t.co/ce0wa4bf",,_TEST_,,,,,,,
1045," Plz Flw @RedneckRag: <e>Obama</e> camp tips hand on <a>debate</a>, hints president will attack <e>Romney</e> on... http://t.co/D0D8t2En #newtag #vicepresident",,_TEST_,,,,,,,
1046, Vote For <e>Obama</e> & Biden. Not BITCH ... I Mean Mitt <e>Romney</e> x That Ugly Ass Ryan MAN!,,_TEST_,,,,,,,
1047, Censors Snip <e>Obama</e> 'Communist' Line from Tim Allen Sitcom http://t.co/QX9CWi5j,,_TEST_,,,,,,,
1048," NYTimes data article: ""<e>Obama</e> campaign found that supporters eat at Red Lobster, shop at Burlington Coat Factory and listen to smooth jazz.""",,_TEST_,,,,,,,
1049, '<e>Obama</e>'s Wars' - 4 key issues - could lead to his losing Pa. http://t.co/y60na4Wf,,_TEST_,,,,,,,
1050," President <e>Obama</e>, It is time to get your Bill Clinton swagger back for the next debate and tell it like it is. Time to call the flip, a flop.",,_TEST_,,,,,,,
1051," @crowleyCNN Gibbs, We KNOW what <e>Obama</e> admin's investigations are designed to do - keep ALL dirty laundry concealed until AFTER the election!",,_TEST_,,,,,,,
1052, Jay-Z Records Campaign Video For President <e>Obama</e>: By Rob Markman Jay-Z is really doing his part to make sure tha... http://t.co/pPAZqkCy,,_TEST_,,,,,,,
1053, I favorited a @YouTube video http://t.co/OB9IkZXI <e>Obama</e> Gets Baby to Stop Crying,,_TEST_,,,,,,,
1054, The media blackout of #sensata will continue unless <e>Obama</e> brings it up this Tue. I hope he plays to win this time.,,_TEST_,,,,,,,
1055," @kpsander @gingerhines last election there wasan oldlady @ a rally saying she was afraid of <e>Obama</e> because. ""He's a Muslim"" McCain corrected",,_TEST_,,,,,,,
1056, Is it weird that I find <e>Obama</e> attractive?,,_TEST_,,,,,,,
1057, @Jmobird12 I'm sure army voted for <e>Obama</e> in 08,,_TEST_,,,,,,,
1058, Just got handed a Mrs. <e>Obama</e> ticket for 230.. Too bad I have class. Who's ready for this<a> debate</a>?!,,_TEST_,,,,,,,
1059," <e>Obama</e> has chosen Mariah Carey in the American Idol feud - any1 really care abt that??? Meanwhile state dept, dead ambassador, economy......",,_TEST_,,,,,,,
1060, @JimCvengros_530 maybe it WAS <e>Obama</e> ;-),,_TEST_,,,,,,,
1061, via @PatDollard Stunning Reveal: Despite <e>Obama</e> Claims That Terrorist Bill Ayers Not A Close ... http://t.co/nwp4J2ys #twisters #teaparty,,_TEST_,,,,,,,
1062, <e>Obama</e> Admin Pressing Forward With Race Based Disciplinary Policy In Schools  http://t.co/epq8PF6w      <e>Romney</e> has much to undo!,,_TEST_,,,,,,,
1063, #msnbc2012 @TheRevAl #<a>Debate2012</a> @Edshow <e>Obama</e> can't be #afraid 2 loose!,,_TEST_,,,,,,,
1064," <e>Romney</e> raised $170 million in September, trails <e>Obama</e> http://t.co/jPDfJHye",,_TEST_,,,,,,,
1065, Ad Exposes <e>Obama</e>â€™s Support For Murder Of Babies Born Alive After Failed Abortions http://t.co/9dYLRygL via @patdollard -- PhxKen,,_TEST_,,,,,,,
1066, â€œ@andersoncooper: What do you think of #HilaryClinton's statement?  She just ended her career amidst scandal and lies.  Buck stops w/<e>Obama</e>!,,_TEST_,,,,,,,
1067, Our prez RT @RealSway: President Barack <e>Obama</e> weighs in on the Nicki Minaj and Mariah Carey beef on American Idol: http://t.co/OYhiz5EA,,_TEST_,,,,,,,
1068," Miners Fight Back Against <e>Obama</e> TV Ad: ""Absolute Lies"": http://t.co/zpP5OQwI via  @WEWS @WKYC @ClevelandHts #Beachwood #ShakerHeights",,_TEST_,,,,,,,
1069, It hurts me to say this but I'm a bigger fan of Barack <e>Obama</e> then Jose Valverde.,,_TEST_,,,,,,,
1070," ""Why I'm voting for <e>Obama</e>: he mad cool yo"" lolzzz",,_TEST_,,,,,,,
1071," WI Annual GOP Convention: Senate candidate Gov Tommy Thompson's son says, ""Send Pres <e>Obama</e> back to Chicago, or Kenya."" The modern GOP.",,_TEST_,,,,,,,
1072," Comment on Koch Industries, other CEOs warn employees of layoffs if <e>Obama</e> is reelected.  Wrong to push information to employees.  My opinion",,_TEST_,,,,,,,
1073," #DOG EM #170: (@VictorB123)tweeted: In <e>Obama</e>'s remake of Star Trek: Spock: Live short + redistribute. (the finger thing is different, too).",,_TEST_,,,,,,,
1074," @OrwellForce @kesgardner @exjon <e>Obama</e> does end-runs around the constitution. Why should he even care about ""rules""?",,_TEST_,,,,,,,
1075," On <e>Obama</e>'s Speech Attacking Business ""Spoken By A Man Who Never Created Or Ran So Much As A Candy Store"" http://t.co/j61iHut9â€ #FightForJobs",,_TEST_,,,,,,,
1076," Comment on What is President <e>Obama</e>'s greatest challenge at tomorrow night's <a>debate</a>? by Loren, Chicago http://t.co/pGySRjaV",,_TEST_,,,,,,,
1077," In Next <a>Debate</a>, <e>Obama</e> Faces Challenges on Key Issues:  http://t.co/QCM4hiOS",,_TEST_,,,,,,,
1078, @hardball I wish <e>Obama</e> would come out and sing America the Beautiful tonight.,,_TEST_,,,,,,,
1079, Barack <e>Obama</e> vs Mitt <e>Romney</e>. Epic Rap Battles Of History Season 2.: http://t.co/QO9WOdVw via @youtube,,_TEST_,,,,,,,
1080," If I was involved in 1 of <e>Obama</e>'s career ending fkups, I would be very leery about <e>Obama</e> sending me out of the country #tcot #gop #RonBrown",,_TEST_,,,,,,,
1081, <e>Obama</e> is not a TV Personality. I understand you have a deep seated need to politicize... http://t.co/PHjdMml3,,_TEST_,,,,,,,
1082, <e>Obama</e> supporter was asked at recent Hollywood Campaigner what specifically she was voting <e>Obama</e> for? Her answer was Change? Ignorance,,_TEST_,,,,,,,
1083," Behind every great man, there's a woman rolling her eyes. Just look at #<e>Obama</e>",,_TEST_,,,,,,,
1084," If you vote for a <a>3rd party candidate</a>, you're really voting for another <e>Obama</e> term. #<e>Romney</e>Ryan2012 #election2012 #election #debate",,_TEST_,,,,,,,
1085, Does <e>Obama</e> even want a second term? http://t.co/kWrAtm0B via @TheWeek,,_TEST_,,,,,,,
1086, @EricaRN4USA THANK U--I KNOW!! EVEN NOW HE DOES NOT GET IT!  STIll--and his guests--they are all sick with <e>Obama</e> Love...,,_TEST_,,,,,,,
1087, MT @BettinaVLA: <a>Choom Gang & Barry the dope dealer</a>:possible reason 4 <e>Obama</e>'s SEALED school files. http://t.co/nyZYTU7W http://t.co/q4c60sVe,,_TEST_,,,,,,,
1088, Everything You Need to Know About #<e>Obama</e> â€˜Founding Fatherâ€™ Bill Ayers and His Radical Influence  http://t.co/psAtAcJj,,_TEST_,,,,,,,
1089," Sophisticated <e>Obama</e> Machine Trying To Reach Unlikely Voters: * <e>Obama</e> team has hundreds of thousands of <a>volunteers</a>,... http://t.co/r0cVRily",,_TEST_,,,,,,,
1090, President Barack <e>Obama</e> Weighs In on Mariah Carey-Nicki Minaj Feud http://t.co/dTFfdDXM,,_TEST_,,,,,,,
1091," RT""@SaroorIjaz: Osama, Al Qaeda, <e>Obama</e>, Salala, Malala .. the rhyming game continues.""",,_TEST_,,,,,,,
1092, <e>Obama</e> has millions of fake Twitter followers via USATODAY,,_TEST_,,,,,,,
1093," Yesterday, besides calling battleground states to argue for <e>Obama</e>, I passed up made-in-China car mats for costlier, superior USA ones.",,_TEST_,,,,,,,
1094, @HeyTammyBruce @TCOTvideos she probably is looking for a quick exit - I'll bet it's chaotic keeping up with <e>Obama</e>'s truth & her truth,,_TEST_,,,,,,,
1095," @edshow based on your irrational comment, r you suggesting that President Obama has not been fighting for the American people the last 4yrs?",,_TEST_,,,,,,,
1096," #Romney #Obama2012 I served this country to continue your right to express your ignorance on social media, but please stop abusing it.",,_TEST_,,,,,,,
1097, !RT @G_LopsBBS: I'm not for or against <e>obama</e>,,_TEST_,,,,,,,
1098, Well pretty pumped to see how many people are here watching over <e>obama</e>.,,_TEST_,,,,,,,
1099, Watching a <a>documentary</a> on <e>obama</e>,,_TEST_,,,,,,,
1100, I wish <e>obama</e> n <e>Romney</e> could <a>debate</a> some more,,_TEST_,,,,,,,
1101, 85% of <a>white people</a> voted for <e>obama</e>,,_TEST_,,,,,,,
1102," <a>Waiting</a> to see <e>obama</e>! ""_____""",,_TEST_,,,,,,,
1103, Not sure why everyone is saying <e>obama</e> won the <a>debate</a>... it seemed pretty even to me.,,_TEST_,,,,,,,
1104, <e>obama</e> breaks silence on <a>child poverty</a> http://t.co/arCZ1xIU,,_TEST_,,,,,,,
1105, <e>obama</e>'s War on <a>Coal</a> http://t.co/C8sr85rU,,_TEST_,,,,,,,
1106, Riding my bike to see President <e>obama</e> Friday morning at George Mason U.  I'll tell him you said,,_TEST_,,,,,,,
1107," ""Why would any <a>Jew vote</a> for <e>obama</e>?"" Renie: http://t.co/cGcBoDgW via @youtube",,_TEST_,,,,,,,
1108, Second <e>obama</e>-<e>Romney</e> debate draws<a> 65.6 million viewers</a> http://t.co/qc6K6owJ,,_TEST_,,,,,,,
1109, <e>obama</e> is coming to my school again,,_TEST_,,,,,,,
1110, <e>obama</e>'s Oil And Gas Production Claims Fact Checkedhttp://t.co/WcQZ9Zfl,,_TEST_,,,,,,,
1111, Presidential <a>debate</a>: Four ways <e>obama</e>,,_TEST_,,,,,,,
1112,"President <e>Obama</e> says he believes in free enterprise, self reliance, and risk taking. He should definitely try <a>walking</a> that walk.",,_TEST_,,,,,,,
1113,So according to Obama <e>smart</e> <e>people</e> <a>don't</a> <a>kill</a> people...really,,_TEST_,,,,,,,
1114,"after Obama and <e>Romney</e> cross paths on stage, Romney checks for his <a>wallet</a> LOL",,_TEST_,,,,,,,
1115,White folks forget that <e>Obama</e> really a <a>mix</a> <a>breed</a>,,_TEST_,,,,,,,
1116,"<e>Obama's</e> <a>plan</a> is the same - take money from working people, give it to his friends and grow the voting welfare base!!!!  via suburbanjung",,_TEST_,,,,,,,
1117,<e>RT</e> if ur going <a>for</a> <a>Obama</a>,,_TEST_,,,,,,,
1118,"Words or time,pick a side! RT @jeremyscahill BOOM!!!!!! RT @chucktodd: <e>Obama</e> spoke <a>longer</a> than <e>Romney</e> but Romney used more <a>words</a> than Obama",,_TEST_,,,,,,,
1119,"@KarlRove Romney won on leadership, substance, and courtesy. <e>Obama</e> won on being <a>argumentative</a> and Candy won on Obama ass kissing!",,_TEST_,,,,,,,
1120,This time last year all <e>ya'll</e> <a>hated</a> Obama and now y'all <a>love</a> him again? #wtf #hypocrite #smh,,_TEST_,,,,,,,
1121,"The fact is that <e>#Romney</e> just <a>cannot</a> <a>reduce</a> the <a>deficit</a> in the way he says, but neither can #Obama #debate #USElection2012",,_TEST_,,,,,,,
1122,Watching the debate on my dvr when suddenly there was a <a>punching</a> sound effect on <e>CNN</e> when Obama called Mitt on a lie.,,_TEST_,,,,,,,
1123,<e>Obama</e> this is <a>America</a> not a charity.,,_TEST_,,,,,,,
1124,Vote Obama or mitt by what <e>they</e> are <a>saying</a> and <a>trying</a> to do or what Obama has done for America. Not if they are Christians or not #Lol,,_TEST_,,,,,,,
1125,<e>Obama</e> <a>drank</a> his Honey Boo Boo <a>juice</a> tonight. #phew,,_TEST_,,,,,,,
1126,I <e>know</e> absolutely <a>nothing</a> about Romney or Obama.. Lmao.#dontcare,,_TEST_,,,,,,,
1127,"Sounds like <e>Obama</e> is <a>trying</a> <a>to</a> <a>make</a> us a <a>socialist</a> <a>country.</a> #nothanks ill work for my money, not sit back and expect a check every month.",,_TEST_,,,,,,,
1128,@IngrahamAngle all this talk about <e>Libya</e> is <a>hurting</a> <a>Obama</a>,,_TEST_,,,,,,,
1129,"@PredsFanBetsy most of <e>them</e> <a>were</a> 2008 Obama <a>voters,</a> hon.  #debates",,_TEST_,,,,,,,
1130,<e>Obama</e> needed a better <a>debate</a> and he had one http://t.co/gcF0TqS5,,_TEST_,,,,,,,
1131,<e>Obama</e> gets more <a>time</a> http://t.co/BvYpn83j,,_TEST_,,,,,,,
1132,"CNN flash poll: <e>Obama</e> <a>46%,</a> Romney 39%",,_TEST_,,,,,,,
1133,<e>Obama</e> <a>cut</a> his own throat on the Rose Garden statement,,_TEST_,,,,,,,
1134,Found my Obama 08 memorabilia. 4 <e>years</e> <a>went</a> by quick.  http://t.co/mqd7hpMS,,_TEST_,,,,,,,
1135,CNN poll Obama 46/ Romney <e>39.</e> 73 percent say Obama did <a>better</a> than expected.,,_TEST_,,,,,,,
1136,Not surprising but <e>@CNN</e> (Communist News Network) is <a>calling</a> an <a>Obama</a> <a>win</a>,,_TEST_,,,,,,,
1137,"Every time <e>Romney</e> would disrespectfully <a>interrupt</a> the President, I was halfway hoping Obama would yell out ""You goin ta jail now!""",,_TEST_,,,,,,,
1138,@chrisrockoz i think you meant to say <e>Obama</e> and Biden no one has more <a>respect</a> for <a>women</a> than Mitt Romney,,_TEST_,,,,,,,
1139,<e>CNN</e> said Obama's pln to decrease the deficit ws <a>incomplete</a> bc txg the wealthy wldnt be enough. Thy frgt to mention the end of the war mny.,,_TEST_,,,,,,,
1140,"Angry <e>Obama</e> tells Romney his Libya attacks are <a>""offensive""</a> http://t.co/la9KQk82",,_TEST_,,,,,,,
